RNA names,Protein names,Labels
RUSC1-AS1,P98175,1
RGS5,P98175,1
LINC00970,P98175,1
AL021068.1,P98175,1
RASAL2-AS1,P98175,1
MIR181A1HG,P98175,1
IPO9-AS1,P98175,1
PROX1-AS1,P98175,1
LINC00210,P98175,1
CHRM3-AS2,P98175,1
IDI2-AS1,P98175,1
PITRM1-AS1,P98175,1
LINC00702,P98175,1
LINC00703,P98175,1
CALML3-AS1,P98175,1
LINC00707,P98175,1
PROSER2-AS1,P98175,1
ST8SIA6-AS1,P98175,1
GPR158-AS1,P98175,1
LINC00839,P98175,1
ZNF32-AS3,P98175,1
LINC00840,P98175,1
TMEM72-AS1,P98175,1
LINC00842,P98175,1
PRKG1-AS1,P98175,1
LINC00844,P98175,1
ZNF503-AS1,P98175,1
LINC00856,P98175,1
ZMIZ1-AS1,P98175,1
TMEM254-AS1,P98175,1
ACTA2-AS1,P98175,1
ENTPD1-AS1,P98175,1
DNMBP-AS1,P98175,1
TLX1NB,P98175,1
PDCD4-AS1,P98175,1
EMX2OS,P98175,1
WDR11-AS1,P98175,1
LINC00601,P98175,1
MIR210HG,P98175,1
KCNQ1OT1,P98175,1
TMEM9B-AS1,P98175,1
SBF2-AS1,P98175,1
MRVI1-AS1,P98175,1
ZBED5-AS1,P98175,1
BDNF-AS,P98175,1
LINC00678,P98175,1
WT1-AS,P98175,1
NEAT1,P98175,1
AP002387.1,P98175,1
AP001372.2,P98175,1
DISC1FP1,P98175,1
NCAM1-AS1,P98175,1
AP000997.2,P98175,1
AP000797.3,P98175,1
KIRREL3-AS1,P98175,1
AP003025.2,P98175,1
LINC00942,P98175,1
CACNA1C-IT1,P98175,1
AC005831.1,P98175,1
CD27-AS1,P98175,1
LINC00937,P98175,1
A2ML1-AS1,P98175,1
LINC00477,P98175,1
RASSF8-AS1,P98175,1
LINC00941,P98175,1
DENND5B-AS1,P98175,1
PCED1B-AS1,P98175,1
HOXC5,P98175,1
IFNG-AS1,P98175,1
CLLU1,P98175,1
SOCS2-AS1,P98175,1
RMST,P98175,1
LINC00485,P98175,1
HNF1A-AS1,P98175,1
LINC00939,P98175,1
LINC00349,P98175,1
LINC00442,P98175,1
AL512652.1,P98175,1
LATS2-AS1,P98175,1
LINC00621,P98175,1
LINC00327,P98175,1
SPATA13,P98175,1
LINC00566,P98175,1
LINC00415,P98175,1
WASF3-AS1,P98175,1
TEX26-AS1,P98175,1
LINC00423,P98175,1
LINC00457,P98175,1
LINC00571,P98175,1
LINC00284,P98175,1
SMIM2-AS1,P98175,1
TPT1-AS1,P98175,1
DLEU2,P98175,1
DLEU1,P98175,1
DLEU7-AS1,P98175,1
INTS6-AS1,P98175,1
LINC00448,P98175,1
LINC00395,P98175,1
LINC00355,P98175,1
ATXN8OS,P98175,1
LINC00348,P98175,1
LINC00393,P98175,1
LINC00402,P98175,1
LINC00381,P98175,1
RNF219-AS1,P98175,1
LINC00331,P98175,1
RBM26-AS1,P98175,1
LINC00564,P98175,1
LINC00333,P98175,1
LINC00351,P98175,1
MIR4500HG,P98175,1
LINC00433,P98175,1
LINC00353,P98175,1
LINC00379,P98175,1
GPC5-AS1,P98175,1
GPC6-AS2,P98175,1
GPC6-AS1,P98175,1
NALCN-AS1,P98175,1
FGF14-IT1,P98175,1
LINC00343,P98175,1
LINC00443,P98175,1
ARHGEF7-AS2,P98175,1
AL589743.1,P98175,1
DHRS4-AS1,P98175,1
ARHGAP5-AS1,P98175,1
LINC00609,P98175,1
LINC00639,P98175,1
LINC00871,P98175,1
LINC00519,P98175,1
LINC00640,P98175,1
FRMD6-AS2,P98175,1
KTN1-AS1,P98175,1
LINC00520,P98175,1
OTX2-AS1,P98175,1
HIF1A-AS1,P98175,1
ACTN1-AS1,P98175,1
DIO2-AS1,P98175,1
FAM181A-AS1,P98175,1
LINC00523,P98175,1
MEG3,P98175,1
MEG8,P98175,1
MEG9,P98175,1
AL132709.1,P98175,1
LINC00524,P98175,1
PWRN1,P98175,1
GOLGA8M,P98175,1
SRP14-AS1,P98175,1
IQCH-AS1,P98175,1
ADPGK-AS1,P98175,1
UBL7-AS1,P98175,1
DNM1P35,P98175,1
AGBL1-AS1,P98175,1
NTRK3-AS1,P98175,1
LINC00924,P98175,1
NR2F2-AS1,P98175,1
SPATA8-AS1,P98175,1
LINC00923,P98175,1
SSTR5-AS1,P98175,1
AC009134.1,P98175,1
U91319.1,P98175,1
CASC16,P98175,1
AC007347.1,P98175,1
AC012322.1,P98175,1
LINC00922,P98175,1
AC009120.4,P98175,1
LINC00311,P98175,1
FENDRR,P98175,1
AC091153.4,P98175,1
LINC00670,P98175,1
COX10-AS1,P98175,1
AC104024.1,P98175,1
RAI1-AS1,P98175,1
EPN2-AS1,P98175,1
SPAG5-AS1,P98175,1
AC024619.2,P98175,1
AC011193.1,P98175,1
AC015849.2,P98175,1
AC003958.2,P98175,1
NBR2,P98175,1
LINC00910,P98175,1
AC091132.1,P98175,1
HOXB-AS1,P98175,1
HOXB-AS4,P98175,1
TOB1-AS1,P98175,1
LINC00511,P98175,1
LINC00470,P98175,1
DLGAP1-AS1,P98175,1
AQP4-AS1,P98175,1
LINC00907,P98175,1
LINC00305,P98175,1
CACTIN-AS1,P98175,1
MIR7-3HG,P98175,1
RAB11B-AS1,P98175,1
AC003956.1,P98175,1
HPN-AS1,P98175,1
AC002511.1,P98175,1
LINC00665,P98175,1
ZNF571-AS1,P98175,1
LIPE-AS1,P98175,1
AC005779.1,P98175,1
AC006115.3,P98175,1
MIMT1,P98175,1
AC079779.4,P98175,1
AC113607.1,P98175,1
AC144450.1,P98175,1
AC019118.2,P98175,1
AC010729.1,P98175,1
LINC00487,P98175,1
LINC00299,P98175,1
AC099344.2,P98175,1
AC096559.1,P98175,1
LINC00276,P98175,1
MYCNOS,P98175,1
AC010880.1,P98175,1
AC098828.2,P98175,1
AC011752.1,P98175,1
AC096570.2,P98175,1
AC012506.2,P98175,1
AC012506.4,P98175,1
DNAJC27-AS1,P98175,1
AC104699.1,P98175,1
AC013472.3,P98175,1
AGBL5-IT1,P98175,1
LINC00486,P98175,1
AC012593.1,P98175,1
AC006369.2,P98175,1
LINC00211,P98175,1
RMDN2-AS1,P98175,1
CYP1B1-AS1,P98175,1
SLC8A1-AS1,P98175,1
AC016735.1,P98175,1
SIX3-AS1,P98175,1
AC016722.2,P98175,1
AC010967.2,P98175,1
AC008280.3,P98175,1
AC007092.1,P98175,1
AC093159.1,P98175,1
AC007098.1,P98175,1
AC012368.1,P98175,1
AC007389.3,P98175,1
MEIS1-AS3,P98175,1
AC023115.1,P98175,1
PCBP1-AS1,P98175,1
DGUOK-AS1,P98175,1
AC007099.1,P98175,1
AC008268.1,P98175,1
AC109826.1,P98175,1
AC092168.2,P98175,1
AC096554.1,P98175,1
AC013402.2,P98175,1
AC068057.2,P98175,1
AC018730.1,P98175,1
AC010884.1,P98175,1
GACAT1,P98175,1
AC017074.2,P98175,1
AC010982.1,P98175,1
AC023347.1,P98175,1
AC010976.2,P98175,1
AJ239322.1,P98175,1
AC114763.1,P98175,1
AC096558.1,P98175,1
AC092652.1,P98175,1
TEX41,P98175,1
AC062031.1,P98175,1
AC062032.1,P98175,1
AC105402.3,P98175,1
AC007364.1,P98175,1
AC104777.2,P98175,1
AC104777.1,P98175,1
AC023469.2,P98175,1
CCDC148-AS1,P98175,1
AC009313.1,P98175,1
AC009299.3,P98175,1
XIRP2-AS1,P98175,1
AC104088.1,P98175,1
RAPGEF4-AS1,P98175,1
AC074286.1,P98175,1
AC009948.5,P98175,1
TTN-AS1,P98175,1
AC009478.1,P98175,1
AC068196.1,P98175,1
AC007966.1,P98175,1
AC007319.1,P98175,1
OSGEPL1-AS1,P98175,1
AC006460.2,P98175,1
AC098617.1,P98175,1
PCGEM1,P98175,1
ANKRD44-IT1,P98175,1
AC019330.1,P98175,1
AC007879.1,P98175,1
AC007879.2,P98175,1
AC006994.2,P98175,1
AC079610.1,P98175,1
AC012668.2,P98175,1
LINC00607,P98175,1
AC098820.3,P98175,1
DIRC3,P98175,1
AC053503.4,P98175,1
AC010980.2,P98175,1
AC073254.1,P98175,1
AC010148.1,P98175,1
AC114814.3,P98175,1
AC124861.1,P98175,1
AC104809.2,P98175,1
BOK-AS1,P98175,1
SDCBP2-AS1,P98175,1
LINC00654,P98175,1
SNAP25-AS1,P98175,1
LINC00687,P98175,1
SNHG17,P98175,1
SNHG11,P98175,1
LINC00494,P98175,1
AC006076.1,P98175,1
AL109806.1,P98175,1
OGFR-AS1,P98175,1
LINC00029,P98175,1
HAR1B,P98175,1
C21orf91-OT1,P98175,1
LINC00320,P98175,1
LINC00317,P98175,1
LINC00158,P98175,1
LINC00189,P98175,1
AF096876.1,P98175,1
LINC00159,P98175,1
LINC00649,P98175,1
LINC00310,P98175,1
CBR3-AS1,P98175,1
TTC3-AS1,P98175,1
DSCR8,P98175,1
AP001043.1,P98175,1
BRWD1-AS1,P98175,1
DSCAM-IT1,P98175,1
LINC00111,P98175,1
AP001626.1,P98175,1
LINC00322,P98175,1
LINC00334,P98175,1
CECR3,P98175,1
AC023490.1,P98175,1
FAM230B,P98175,1
FAM230C,P98175,1
ADORA2A-AS1,P98175,1
MIAT,P98175,1
TTC28-AS1,P98175,1
LARGE-AS1,P98175,1
AL021707.1,P98175,1
LINC00229,P98175,1
AC090044.1,P98175,1
CNTN4-AS2,P98175,1
CNTN4-AS1,P98175,1
EGOT,P98175,1
BHLHE40-AS1,P98175,1
AC026202.3,P98175,1
AC026167.1,P98175,1
GRM7-AS3,P98175,1
LMCD1-AS1,P98175,1
AC018832.1,P98175,1
GHRLOS,P98175,1
LINC00620,P98175,1
FGD5-AS1,P98175,1
SH3BP5-AS1,P98175,1
AC144521.1,P98175,1
ZNF385D-AS1,P98175,1
RBMS3-AS3,P98175,1
AC018359.1,P98175,1
C3orf35,P98175,1
ENTPD3-AS1,P98175,1
SNRK-AS1,P98175,1
LARS2-AS1,P98175,1
LIMD1-AS1,P98175,1
KIF9-AS1,P98175,1
CACNA2D3-AS1,P98175,1
PTPRG-AS1,P98175,1
LINC00698,P98175,1
SYNPR-AS1,P98175,1
ADAMTS9-AS2,P98175,1
FOXP1-AS1,P98175,1
LINC00877,P98175,1
LINC00971,P98175,1
ST3GAL6-AS1,P98175,1
LINC00882,P98175,1
LINC00636,P98175,1
ZBTB20-AS1,P98175,1
LSAMP-AS1,P98175,1
B4GALT4-AS1,P98175,1
ALDH1L1-AS2,P98175,1
NPHP3-AS1,P98175,1
TM4SF1-AS1,P98175,1
CLRN1-AS1,P98175,1
ARHGEF26-AS1,P98175,1
MME-AS1,P98175,1
LINC00886,P98175,1
LINC00880,P98175,1
NAALADL2-AS3,P98175,1
NAALADL2-AS2,P98175,1
LINC00578,P98175,1
CCDC39-AS1,P98175,1
SOX2-OT,P98175,1
ABCC5-AS1,P98175,1
EHHADH-AS1,P98175,1
TPRG1-AS1,P98175,1
OSTN-AS1,P98175,1
LINC00887,P98175,1
STX18-IT1,P98175,1
STX18-AS1,P98175,1
LINC00504,P98175,1
TAPT1-AS1,P98175,1
AC007106.1,P98175,1
UCHL1-AS1,P98175,1
USP46-AS1,P98175,1
LNX1-AS1,P98175,1
LNX1-AS2,P98175,1
SRD5A3-AS1,P98175,1
AC107072.2,P98175,1
LINC00989,P98175,1
PCAT4,P98175,1
LINC00575,P98175,1
FAM13A-AS1,P98175,1
STPG2-AS1,P98175,1
AC004053.1,P98175,1
RPL34-AS1,P98175,1
SEC24B-AS1,P98175,1
LINC00499,P98175,1
LINC00500,P98175,1
HAND2-AS1,P98175,1
LINC00290,P98175,1
AC108142.1,P98175,1
CTD-2297D10.2,P98175,1
GDNF-AS1,P98175,1
LIFR-AS1,P98175,1
LINC00604,P98175,1
PART1,P98175,1
C5orf64,P98175,1
ZBED3-AS1,P98175,1
VCAN-AS1,P98175,1
TMEM161B-AS1,P98175,1
LINC00461,P98175,1
MEF2C-AS1,P98175,1
NR2F1-AS1,P98175,1
LINC00492,P98175,1
LINC00491,P98175,1
STARD4-AS1,P98175,1
NREP-AS1,P98175,1
C5orf56,P98175,1
AC005355.1,P98175,1
AC005592.1,P98175,1
SAP30L-AS1,P98175,1
CTD-2270F17.1,P98175,1
PRR7-AS1,P98175,1
LY86-AS1,P98175,1
LINC00518,P98175,1
LINC00240,P98175,1
HLA-F-AS1,P98175,1
HCG18,P98175,1
MDC1-AS1,P98175,1
LINC00243,P98175,1
HCP5,P98175,1
C4A-AS1,P98175,1
TDRG1,P98175,1
MLIP-AS1,P98175,1
KCNQ5-IT1,P98175,1
SNHG5,P98175,1
UFL1-AS1,P98175,1
BVES-AS1,P98175,1
OSTM1-AS1,P98175,1
TRAF3IP2-AS1,P98175,1
NCOA7-AS1,P98175,1
MYB-AS1,P98175,1
LINC00271,P98175,1
STXBP5-AS1,P98175,1
LINC00574,P98175,1
AC147651.1,P98175,1
AC073316.1,P98175,1
RNF216-IT1,P98175,1
AC007128.1,P98175,1
AC019117.1,P98175,1
AC007091.1,P98175,1
AC099342.1,P98175,1
HOXA-AS2,P98175,1
HOXA-AS3,P98175,1
JAZF1-AS1,P98175,1
NPSR1-AS1,P98175,1
POU6F2-AS2,P98175,1
INHBA-AS1,P98175,1
HECW1-IT1,P98175,1
LINC00957,P98175,1
AC073325.1,P98175,1
AC004870.3,P98175,1
MAGI2-AS3,P98175,1
AC003988.1,P98175,1
AC003984.1,P98175,1
LINC00972,P98175,1
STEAP2-AS1,P98175,1
AC002454.1,P98175,1
AC006378.2,P98175,1
AC003092.1,P98175,1
AC003092.2,P98175,1
DLX6-AS1,P98175,1
LHFPL3-AS1,P98175,1
AC073071.1,P98175,1
AC073130.3,P98175,1
ST7-OT4,P98175,1
ST7-AS2,P98175,1
AC000124.1,P98175,1
AC058791.1,P98175,1
AC024084.1,P98175,1
AC009264.1,P98175,1
ATP6V0E2-AS1,P98175,1
AC006372.4,P98175,1
LINC00689,P98175,1
FAM85B,P98175,1
LINC00681,P98175,1
LINC00589,P98175,1
NRG1-IT1,P98175,1
LINC00293,P98175,1
AC026904.1,P98175,1
LINC00968,P98175,1
LINC00588,P98175,1
AC022182.1,P98175,1
CASC9,P98175,1
ZFHX4-AS1,P98175,1
LINC00534,P98175,1
LINC00535,P98175,1
LINC00536,P98175,1
AC023590.1,P98175,1
HAS2-AS1,P98175,1
FER1L6-AS1,P98175,1
FER1L6-AS2,P98175,1
LINC00964,P98175,1
LINC00861,P98175,1
PCAT1,P98175,1
PVT1,P98175,1
CCDC26,P98175,1
ZFAT-AS1,P98175,1
C8orf31,P98175,1
AC084125.4,P98175,1
LINC00583,P98175,1
MIR31HG,P98175,1
CDKN2B-AS1,P98175,1
PCA3,P98175,1
VPS13A-AS1,P98175,1
PCAT7,P98175,1
LINC00476,P98175,1
LINC00587,P98175,1
C9orf147,P98175,1
TTLL11-IT1,P98175,1
MIR181A2HG,P98175,1
AL590369.1,P98175,1
PPP1R26-AS1,P98175,1
SNHG7,P98175,1
TLR8-AS1,P98175,1
PHKA2-AS1,P98175,1
PHEX-AS1,P98175,1
PCYT1B-AS1,P98175,1
ARHGEF9-IT1,P98175,1
LINC00269,P98175,1
TSIX,P98175,1
XIST,P98175,1
JPX,P98175,1
DIAPH2-AS1,P98175,1
LINC00630,P98175,1
MORF4L2-AS1,P98175,1
FGF13-AS1,P98175,1
SPANXA2-OT1,P98175,1
FMR1-AS1,P98175,1
LINC00894,P98175,1
HCFC1-AS1,P98175,1
LINC00278,P98175,1
TTTY12,P98175,1
TTTY11,P98175,1
AC010723.1,P98175,1
FAM41AY1,P98175,1
FAM224B,P98175,1
TTTY14,P98175,1
PINK1-AS,P22626,1
LINC00339,P22626,1
SNHG3,P22626,1
SNHG12,P22626,1
AL513327.1,P22626,1
ZMYM4-AS1,P22626,1
KDM4A-AS1,P22626,1
MKNK1-AS1,P22626,1
EFCAB14-AS1,P22626,1
GNG12-AS1,P22626,1
ZRANB2-AS1,P22626,1
ZRANB2-AS2,P22626,1
LAMTOR5-AS1,P22626,1
AP4B1-AS1,P22626,1
LINC00622,P22626,1
LINC00624,P22626,1
RGS5,P22626,1
GAS5,P22626,1
GAS5-AS1,P22626,1
MIR181A1HG,P22626,1
IPO9-AS1,P22626,1
PROX1-AS1,P22626,1
SMYD3-IT1,P22626,1
IDI2-AS1,P22626,1
PITRM1-AS1,P22626,1
LINC00707,P22626,1
PROSER2-AS1,P22626,1
VIM-AS1,P22626,1
WAC-AS1,P22626,1
ZEB1-AS1,P22626,1
ZNF32-AS3,P22626,1
LINC00840,P22626,1
PRKG1-AS1,P22626,1
ZNF503-AS1,P22626,1
TMEM254-AS1,P22626,1
NUTM2A-AS1,P22626,1
LINC00863,P22626,1
PLCE1-AS1,P22626,1
ENTPD1-AS1,P22626,1
AL139819.1,P22626,1
TLX1NB,P22626,1
LBX1-AS1,P22626,1
PDCD4-AS1,P22626,1
EMX2OS,P22626,1
CASC2,P22626,1
AC069287.1,P22626,1
SBF2-AS1,P22626,1
LINC00958,P22626,1
NAV2-AS1,P22626,1
BDNF-AS,P22626,1
ALKBH3-AS1,P22626,1
LRP4-AS1,P22626,1
AP000442.1,P22626,1
SNHG1,P22626,1
NEAT1,P22626,1
MALAT1,P22626,1
SSSCA1-AS1,P22626,1
ARAP1-AS1,P22626,1
RSF1-IT2,P22626,1
KCTD21-AS1,P22626,1
RAB30-AS1,P22626,1
DISC1FP1,P22626,1
AP000462.3,P22626,1
A2ML1-AS1,P22626,1
RASSF8-AS1,P22626,1
BCDIN3D-AS1,P22626,1
HOTAIR,P22626,1
HOXC-AS3,P22626,1
TMPO-AS1,P22626,1
FAM222A-AS1,P22626,1
MAPKAPK5-AS1,P22626,1
PXN-AS1,P22626,1
AC156455.1,P22626,1
LINC00457,P22626,1
LINC00284,P22626,1
SMIM2-AS1,P22626,1
TPT1-AS1,P22626,1
MED4-AS1,P22626,1
DLEU2,P22626,1
DLEU1,P22626,1
INTS6-AS1,P22626,1
DIAPH3-AS1,P22626,1
LINC00395,P22626,1
LINC00393,P22626,1
LINC00347,P22626,1
MYCBP2-AS1,P22626,1
RNF219-AS1,P22626,1
RBM26-AS1,P22626,1
MIR4500HG,P22626,1
LINC00433,P22626,1
LINC00559,P22626,1
MIR17HG,P22626,1
GPC6-AS1,P22626,1
SOX21-AS1,P22626,1
CLDN10-AS1,P22626,1
LINC00283,P22626,1
MYO16-AS1,P22626,1
AL162497.1,P22626,1
AL139385.1,P22626,1
ANKRD10-IT1,P22626,1
ARHGEF7-AS1,P22626,1
AL356740.1,P22626,1
DCUN1D2-AS,P22626,1
LINC00641,P22626,1
PRMT5-AS1,P22626,1
DHRS4-AS1,P22626,1
LINC00645,P22626,1
LINC00871,P22626,1
KTN1-AS1,P22626,1
HIF1A-AS2,P22626,1
DIO2-AS1,P22626,1
LINC00911,P22626,1
AL157871.2,P22626,1
AL928654.1,P22626,1
PWRN1,P22626,1
SRP14-AS1,P22626,1
OIP5-AS1,P22626,1
GABPB1-AS1,P22626,1
USP3-AS1,P22626,1
IQCH-AS1,P22626,1
LOXL1-AS1,P22626,1
UBL7-AS1,P22626,1
AC068831.6,P22626,1
PRC1-AS1,P22626,1
AC020663.1,P22626,1
AC040173.1,P22626,1
FBXL19-AS1,P22626,1
AC026471.6,P22626,1
LINC00273,P22626,1
AC007347.1,P22626,1
CRNDE,P22626,1
AC009107.1,P22626,1
AC009120.4,P22626,1
AC009120.6,P22626,1
AC009120.3,P22626,1
LINC00311,P22626,1
SNAI3-AS1,P22626,1
AC087392.1,P22626,1
PITPNA-AS1,P22626,1
AC091153.4,P22626,1
LINC00324,P22626,1
COX10-AS1,P22626,1
AC005224.2,P22626,1
SPAG5-AS1,P22626,1
NBR2,P22626,1
ASB16-AS1,P22626,1
MAP3K14-AS1,P22626,1
AC091132.1,P22626,1
HOXB-AS1,P22626,1
HOXB-AS4,P22626,1
AC091133.1,P22626,1
AC002401.1,P22626,1
AC099850.1,P22626,1
RNF157-AS1,P22626,1
SNHG16,P22626,1
TNRC6C-AS1,P22626,1
AC100791.1,P22626,1
AC132872.1,P22626,1
LINC00470,P22626,1
LINC00667,P22626,1
AQP4-AS1,P22626,1
LINC00907,P22626,1
LINC00909,P22626,1
RBFADN,P22626,1
AC004490.1,P22626,1
AC006538.1,P22626,1
AC005262.2,P22626,1
CACTIN-AS1,P22626,1
AC005523.2,P22626,1
RAB11B-AS1,P22626,1
AC005785.2,P22626,1
AC010335.1,P22626,1
AC005253.2,P22626,1
LINC00663,P22626,1
LINC00662,P22626,1
AC005307.1,P22626,1
AC005616.1,P22626,1
AC079466.1,P22626,1
AF038458.3,P22626,1
LINC00665,P22626,1
ZNF571-AS1,P22626,1
LIPE-AS1,P22626,1
NUCB1-AS1,P22626,1
PTOV1-AS1,P22626,1
A1BG-AS1,P22626,1
LINC00299,P22626,1
LINC00276,P22626,1
AC013472.3,P22626,1
BIRC6-AS1,P22626,1
AC006369.2,P22626,1
RMDN2-AS1,P22626,1
SOS1-IT1,P22626,1
SLC8A1-AS1,P22626,1
AC010967.2,P22626,1
AC016747.3,P22626,1
PCBP1-AS1,P22626,1
AC016700.3,P22626,1
ALMS1-IT1,P22626,1
BOLA3-AS1,P22626,1
LBX2-AS1,P22626,1
AC018730.1,P22626,1
AC010884.1,P22626,1
AC108463.2,P22626,1
AC017074.2,P22626,1
AC010976.2,P22626,1
AC092620.2,P22626,1
TEX41,P22626,1
AC007364.1,P22626,1
CERS6-AS1,P22626,1
AC104088.1,P22626,1
HOXD-AS2,P22626,1
AC074286.1,P22626,1
AC009948.5,P22626,1
TTN-AS1,P22626,1
AC068196.1,P22626,1
AC007319.1,P22626,1
AC006460.2,P22626,1
AC098617.1,P22626,1
SATB2-AS1,P22626,1
CFLAR-AS1,P22626,1
AC007362.1,P22626,1
AC079610.1,P22626,1
DIRC3,P22626,1
AC068489.1,P22626,1
AC073254.1,P22626,1
AC107079.1,P22626,1
AC131097.3,P22626,1
SDCBP2-AS1,P22626,1
UBOX5-AS1,P22626,1
LINC00654,P22626,1
PLCB1-IT1,P22626,1
SNAP25-AS1,P22626,1
MACROD2-IT1,P22626,1
HM13-AS1,P22626,1
SNHG17,P22626,1
ZFAS1,P22626,1
AC006076.1,P22626,1
OGFR-AS1,P22626,1
AP000962.2,P22626,1
C21orf91-OT1,P22626,1
LINC00320,P22626,1
MIR155HG,P22626,1
LINC00515,P22626,1
BACH1-IT1,P22626,1
BACH1-AS1,P22626,1
AP000265.1,P22626,1
LINC00846,P22626,1
PAXBP1-AS1,P22626,1
LINC00649,P22626,1
AP001429.1,P22626,1
TTC3-AS1,P22626,1
DSCR9,P22626,1
BRWD1-IT1,P22626,1
ITGB2-AS1,P22626,1
MCM3AP-AS1,P22626,1
THAP7-AS1,P22626,1
ADORA2A-AS1,P22626,1
MIAT,P22626,1
TTC28-AS1,P22626,1
ZNRF3-IT1,P22626,1
MORC2-AS1,P22626,1
TUG1,P22626,1
RNF185-AS1,P22626,1
LARGE-AS1,P22626,1
AL021707.1,P22626,1
APOBEC3B-AS1,P22626,1
AC090044.1,P22626,1
AC026202.3,P22626,1
GRM7-AS3,P22626,1
LMCD1-AS1,P22626,1
GHRLOS,P22626,1
LINC00852,P22626,1
FGD5-AS1,P22626,1
SH3BP5-AS1,P22626,1
EAF1-AS1,P22626,1
AC144521.1,P22626,1
ACVR2B-AS1,P22626,1
ENTPD3-AS1,P22626,1
SNRK-AS1,P22626,1
LIMD1-AS1,P22626,1
KIF9-AS1,P22626,1
CACNA2D3-AS1,P22626,1
FLNB-AS1,P22626,1
PTPRG-AS1,P22626,1
PSMD6-AS2,P22626,1
ADAMTS9-AS2,P22626,1
FOXP1-AS1,P22626,1
FOXP1-IT1,P22626,1
LINC00971,P22626,1
LINC00879,P22626,1
NPHP3-AS1,P22626,1
IL20RB-AS1,P22626,1
CLRN1-AS1,P22626,1
IQCJ-SCHIP1-AS1,P22626,1
SEC62-AS1,P22626,1
TBL1XR1-AS1,P22626,1
AC007620.3,P22626,1
AC090425.1,P22626,1
SOX2-OT,P22626,1
YEATS2-AS1,P22626,1
EHHADH-AS1,P22626,1
OPA1-AS1,P22626,1
AC024560.3,P22626,1
AC016773.1,P22626,1
NOP14-AS1,P22626,1
STX18-AS1,P22626,1
TAPT1-AS1,P22626,1
OCIAD1-AS1,P22626,1
USP46-AS1,P22626,1
DANCR,P22626,1
SRD5A3-AS1,P22626,1
WDFY3-AS1,P22626,1
WDFY3-AS2,P22626,1
FAM13A-AS1,P22626,1
AC004054.1,P22626,1
SNHG8,P22626,1
SLC7A11-AS1,P22626,1
HHIP-AS1,P22626,1
AC108142.1,P22626,1
AC008937.2,P22626,1
C5orf64,P22626,1
ZBED3-AS1,P22626,1
CTD-2201I18.1,P22626,1
VCAN-AS1,P22626,1
TMEM161B-AS1,P22626,1
MEF2C-AS1,P22626,1
NR2F1-AS1,P22626,1
STARD4-AS1,P22626,1
EPB41L4A-AS1,P22626,1
C5orf56,P22626,1
AC005618.1,P22626,1
SAP30L-AS1,P22626,1
ZNF346-IT1,P22626,1
PRR7-AS1,P22626,1
CTC-338M12.4,P22626,1
HCG11,P22626,1
HCG18,P22626,1
C6orf47-AS1,P22626,1
HLA-DQB1-AS1,P22626,1
TRAM2-AS1,P22626,1
SNHG5,P22626,1
BVES-AS1,P22626,1
TRAF3IP2-AS1,P22626,1
LINC00271,P22626,1
RPS6KA2-AS1,P22626,1
AC093734.1,P22626,1
PSMG3-AS1,P22626,1
AC092171.4,P22626,1
AC002480.2,P22626,1
HOTAIRM1,P22626,1
HOXA-AS2,P22626,1
HOXA-AS3,P22626,1
HOXA11-AS,P22626,1
NPSR1-AS1,P22626,1
SNHG15,P22626,1
LINC00174,P22626,1
MAGI2-AS3,P22626,1
AC006378.2,P22626,1
AC003092.1,P22626,1
DLX6-AS1,P22626,1
AC073130.3,P22626,1
ST7-OT4,P22626,1
ST7-AS2,P22626,1
AC015987.1,P22626,1
AC006004.1,P22626,1
ATP6V0E2-AS1,P22626,1
PRKAG2-AS1,P22626,1
AC009403.2,P22626,1
AF131215.4,P22626,1
FAM66D,P22626,1
LINC00968,P22626,1
SNHG6,P22626,1
ZFHX4-AS1,P22626,1
PVT1,P22626,1
CCDC26,P22626,1
AC083843.1,P22626,1
AC084125.4,P22626,1
CDKN2B-AS1,P22626,1
RMRP,P22626,1
FAM201A,P22626,1
SMC5-AS1,P22626,1
LINC00476,P22626,1
C9orf147,P22626,1
TTLL11-IT1,P22626,1
MIR600HG,P22626,1
LINC00963,P22626,1
AL358781.1,P22626,1
SNHG7,P22626,1
TAB3-AS2,P22626,1
CASK-AS1,P22626,1
ZNF674-AS1,P22626,1
SPIN4-AS1,P22626,1
TSIX,P22626,1
XIST,P22626,1
JPX,P22626,1
DIAPH2-AS1,P22626,1
LINC00630,P22626,1
SLC25A5-AS1,P22626,1
FMR1-AS1,P22626,1
LINC00894,P22626,1
TMLHE-AS1,P22626,1
PINK1-AS,Q92900,1
SNHG3,Q92900,1
SNHG12,Q92900,1
AL513327.1,Q92900,1
ZMYM4-AS1,Q92900,1
HYI-AS1,Q92900,1
KDM4A-AS1,Q92900,1
MKNK1-AS1,Q92900,1
EFCAB14-AS1,Q92900,1
GNG12-AS1,Q92900,1
ZRANB2-AS1,Q92900,1
ZRANB2-AS2,Q92900,1
VAV3-AS1,Q92900,1
LAMTOR5-AS1,Q92900,1
AP4B1-AS1,Q92900,1
LINC00624,Q92900,1
FLG-AS1,Q92900,1
RUSC1-AS1,Q92900,1
RGS5,Q92900,1
GAS5,Q92900,1
GAS5-AS1,Q92900,1
RC3H1-IT1,Q92900,1
MIR181A1HG,Q92900,1
IPO9-AS1,Q92900,1
